step,t,target_x,target_y,target_z,gripper_width,pinch_ratio,valid
0,0.0,0.45,0.0,0.45,0.006738680369977311,0.49319695786201784,1
1,0.03333333333333333,0.45000000000000007,0.023781907371284557,0.4425978033389489,0.006738680369977311,0.49319695786201784,1
2,0.06666666666666667,0.45000000000000007,0.05171682436161753,0.4338826969210341,0.006738680369977311,0.49319695786201784,1
3,0.1,0.45000000000000007,0.08014450173137645,0.4249701867368681,0.006738680369977311,0.49319695786201784,1
4,0.13333333333333333,0.45000000000000007,0.1082804154154566,0.4160803957591143,0.006738680369977311,0.49319695786201784,1
5,0.16666666666666666,0.45000000000000007,0.135859715351132,0.4072721246741614,0.006738680369977311,0.49319695786201784,1
6,0.2,0.45000000000000007,0.16271380032021424,0.3985749323279471,0.006738680369977311,0.49319695786201784,1
7,0.23333333333333334,0.45000000000000007,0.18869475093154706,0.3900128602568925,0.006738680369977311,0.49319695786201784,1
8,0.26666666666666666,0.45000000000000007,0.21366235903797717,0.38160865382220444,0.006738680369977311,0.49319695786201784,1
9,0.3,0.45000000000000007,0.2374824030890305,0.37338447353056303,0.006738680369977311,0.49319695786201784,1
10,0.3333333333333333,0.45000000000000007,0.2477468325560255,0.36536197551376426,0.006738680369977311,0.49319695786201784,1
11,0.36666666666666664,0.45000000000000007,0.24959442986008462,0.357562279507573,0.006738680369977332,0.4931969578620183,1
12,0.4,0.45000000000000007,0.24992699737481525,0.3500059177534615,0.006738680369977332,0.4931969578620183,1
13,0.43333333333333335,0.45000000000000007,0.24998685952746674,0.342712781758831,0.006738680369977332,0.4931969578620183,1
14,0.4666666666666667,0.45000000000000007,0.24999763471494402,0.3357020700800625,0.006738680369977332,0.4931969578620183,1
15,0.5,0.45000000000000007,0.24999957424868993,0.33102637261441126,0.006738680369977332,0.4931969578620183,1
16,0.5333333333333333,0.45000000000000007,0.2499999233647642,0.33018474707059403,0.006738680369977332,0.4931969578620183,1
17,0.5666666666666667,0.45000000000000007,0.24999998620565755,0.3300332544727069,0.006738680369977332,0.4931969578620183,1
18,0.6,0.45000000000000007,0.24999999751701837,0.3300059858050872,0.006738680369977332,0.4931969578620183,1
19,0.6333333333333333,0.45000000000000007,0.24999999955306332,0.3300010774449157,0.006738680369977332,0.4931969578620183,1
20,0.6666666666666666,0.45000000000000007,0.2499999999195514,0.33000019394008484,0.006738680369977332,0.4931969578620183,1
21,0.7,0.45000000000000007,0.24999999998551925,0.33000003490921526,0.006738680369977332,0.4931969578620183,1
22,0.7333333333333333,0.45000000000000007,0.24999999999739347,0.3300000062836588,0.006738680369977332,0.4931969578620183,1
23,0.7666666666666667,0.45000000000000007,0.24999999999953085,0.3300000011310586,0.006738680369977332,0.4931969578620183,1
24,0.8,0.45000000000000007,0.24999999999991557,0.33000000020359055,0.006738680369977332,0.4931969578620183,1
25,0.8333333333333334,0.45000000000000007,0.24999999999998482,0.3300000000366463,0.006738680369977332,0.4931969578620183,1
26,0.8666666666666667,0.45000000000000007,0.24999999999999728,0.33000000000659635,0.006738680369977332,0.4931969578620183,1
27,0.9,0.45000000000000007,0.24999999999999953,0.33000000000118734,0.006738680369977332,0.4931969578620183,1
28,0.9333333333333333,0.45000000000000007,0.24999999999999994,0.33000000000021373,0.006738680369977332,0.4931969578620183,1
29,0.9666666666666667,0.45000000000000007,0.25,0.3300000000000385,0.006738680369977332,0.4931969578620183,1
30,1.0,0.45000000000000007,0.25,0.33000000000000695,0.006738680369977332,0.4931969578620183,1
31,1.0333333333333334,0.45000000000000007,0.25,0.33000000000000124,0.006738680369977332,0.4931969578620183,1
32,1.0666666666666667,0.45000000000000007,0.25,0.33000000000000024,0.006738680369977332,0.4931969578620183,1
33,1.1,0.45000000000000007,0.25,0.33000000000000007,0.006738680369977332,0.4931969578620183,1
34,1.1333333333333333,0.45000000000000007,0.24132542457811035,0.33,0.006738680369977332,0.4931969578620183,1
35,1.1666666666666667,0.45000000000000007,0.2202937638741393,0.33,0.006738680369977332,0.4931969578620183,1
36,1.2,0.45000000000000007,0.19608793055165413,0.33,0.006738680369977332,0.4931969578620183,1
37,1.2333333333333334,0.45000000000000007,0.17047052636209534,0.33,0.006738680369977332,0.4931969578620183,1
38,1.2666666666666666,0.45000000000000007,0.14387300995151717,0.33,0.006738680369977332,0.4931969578620183,1
39,1.3,0.45000000000000007,0.11649113374433163,0.33,0.006738680369977332,0.4931969578620183,1
40,1.3333333333333333,0.45000000000000007,0.0884814883163227,0.33,0.006738680369977332,0.4931969578620183,1
41,1.3666666666666667,0.45000000000000007,0.059996228577805524,0.33,0.006738680369977332,0.4931969578620183,1
42,1.4,0.45000000000000007,0.031188658645563715,0.33,0.006738680369977332,0.4931969578620183,1
43,1.4333333333333333,0.45000000000000007,0.0022135608179741097,0.33,0.006738680369977332,0.4931969578620183,1
44,1.4666666666666666,0.45000000000000007,-0.02677342833963399,0.33,0.006738680369977332,0.4931969578620183,1
45,1.5,0.45000000000000007,-0.05561661658899786,0.33,0.006738680369977332,0.4931969578620183,1
46,1.5333333333333334,0.45000000000000007,-0.08416108552835186,0.33,0.006738680369977332,0.4931969578620183,1
47,1.5666666666666667,0.45000000000000007,-0.11225352145649975,0.3321684847735803,0.006738680369977332,0.4931969578620183,1
48,1.6,0.45000000000000007,-0.13974303860993856,0.3382019099977705,0.006738680369977332,0.4931969578620183,1
49,1.6333333333333333,0.45000000000000007,-0.16648198953797105,0.3451694906720061,0.006738680369977332,0.4931969578620183,1
50,1.6666666666666667,0.45000000000000007,-0.19232675811683486,0.35252820278759234,0.006738680369977332,0.4931969578620183,1
51,1.7,0.45000000000000007,-0.21713853091717397,0.360164232329709,0.006738680369977332,0.4931969578620183,1
52,1.7333333333333334,0.45000000000000007,-0.24078404277706422,0.36804047839984727,0.006738680369977311,0.49319695786201784,1
53,1.7666666666666666,0.45000000000000007,-0.24834112769987157,0.376133147513756,0.006738680369977311,0.49319695786201784,1
54,1.8,0.45000000000000007,-0.2497014029859769,0.3844203856296761,0.006738680369977311,0.49319695786201784,1
55,1.8333333333333333,0.45000000000000007,-0.24994625253747585,0.3928802781681257,0.006738680369977311,0.49319695786201784,1
56,1.8666666666666667,0.45000000000000007,-0.24999032545674565,0.4014905373484981,0.006738680369977311,0.49319695786201784,1
57,1.9,0.45000000000000007,-0.24999825858221422,0.41022849419641993,0.006738680369977311,0.49319695786201784,1
58,1.9333333333333333,0.45000000000000007,-0.24999968654479857,0.419071146218472,0.006738680369977311,0.49319695786201784,1
59,1.9666666666666666,0.45000000000000007,-0.24999994357806377,0.42799521579437244,0.006738680369977311,0.49319695786201784,1
60,2.0,0.45000000000000007,-0.2499999898440515,0.4369772110645166,0.006738680369977311,0.49319695786201784,1
61,2.033333333333333,0.45000000000000007,-0.24999999817192928,0.4459934877002836,0.006738680369977311,0.49319695786201784,1
62,2.066666666666667,0.45000000000000007,-0.24999999967094727,0.4550203111330901,0.006738680369977311,0.49319695786201784,1
63,2.1,0.45000000000000007,-0.24999999994077052,0.4640339190313195,0.006738680369977311,0.49319695786201784,1
64,2.1333333333333333,0.45000000000000007,-0.2499999999893387,0.4730105838521961,0.006738680369977311,0.49319695786201784,1
65,2.1666666666666665,0.45000000000000007,-0.24999999999808098,0.48192667530241423,0.006738680369977311,0.49319695786201784,1
66,2.2,0.45000000000000007,-0.24999999999965458,0.4907587225428279,0.006738680369977311,0.49319695786201784,1
67,2.2333333333333334,0.45000000000000007,-0.24999999999993783,0.49948347597339987,0.006738680369977311,0.49319695786201784,1
68,2.2666666666666666,0.45000000000000007,-0.24999999999998881,0.508077968435763,0.006738680369977311,0.49319695786201784,1
69,2.3,0.45000000000000007,-0.249999999999998,0.516519575672276,0.006738680369977311,0.49319695786201784,1
70,2.3333333333333335,0.45000000000000007,-0.24999999999999967,0.524786075882424,0.006738680369977311,0.49319695786201784,1
71,2.3666666666666667,0.45000000000000007,-0.24999999999999994,0.532855708219785,0.006738680369977311,0.49319695786201784,1
72,2.4,0.45000000000000007,-0.25,0.5407072300755755,0.006738680369977311,0.49319695786201784,1
73,2.433333333333333,0.45000000000000007,-0.25,0.5483199729979795,0.006738680369977311,0.49319695786201784,1
74,2.466666666666667,0.45000000000000007,-0.25,0.555673897100059,0.006738680369977311,0.49319695786201784,1
75,2.5,0.45000000000000007,-0.25,0.5627496438130227,0.006738680369977311,0.49319695786201784,1
76,2.533333333333333,0.45000000000000007,-0.25,0.5695285868459825,0.006738680369977311,0.49319695786201784,1
77,2.566666666666667,0.45000000000000007,-0.23860614139883474,0.5759928812180529,0.006738680369977311,0.49319695786201784,1
78,2.6,0.45000000000000007,-0.21694278231736996,0.5821255102337178,0.006738680369977311,0.49319695786201784,1
79,2.6333333333333333,0.45000000000000007,-0.19249638518540602,0.5879103302778106,0.006738680369977311,0.49319695786201784,1
80,2.6666666666666665,0.45000000000000007,-0.16672487207294712,0.5896238594500061,0.006738680369977311,0.49319695786201784,1
81,2.7,0.45000000000000007,-0.14000545443518153,0.5899322947010012,0.006738680369977311,0.49319695786201784,1
82,2.7333333333333334,0.45000000000000007,-0.11252462594852178,0.5899878130461803,0.006738680369977311,0.49319695786201784,1
83,2.7666666666666666,0.45000000000000007,-0.08443772423864392,0.5899978063483126,0.006738680369977311,0.49319695786201784,1
84,2.8,0.45000000000000007,-0.05589699796595691,0.5899996051426963,0.006738680369977311,0.49319695786201784,1
85,2.8333333333333335,0.45000000000000007,-0.027055991345080833,0.5899999289256854,0.006738680369977311,0.49319695786201784,1
86,2.8666666666666667,0.45000000000000007,0.0019303441424092776,0.5899999872066235,0.006738680369977311,0.49319695786201784,1
87,2.9,0.45000000000000007,0.030906313446421297,0.5899999976971924,0.006738680369977311,0.49319695786201784,1
88,2.933333333333333,0.45000000000000007,0.059716283854008206,0.5899999995854948,0.006738680369977311,0.49319695786201784,1
89,2.966666666666667,0.45000000000000007,0.0882055154386382,0.5899999999253892,0.006738680369977311,0.49319695786201784,1
90,3.0,0.45000000000000007,0.11622099119238782,0.5899999999865702,0.006738680369977311,0.49319695786201784,1
91,3.033333333333333,0.45000000000000007,0.1436122387103224,0.5899999999975828,0.006738680369977311,0.49319695786201784,1
92,3.066666666666667,0.45000000000000007,0.1702321383527879,0.589999999999565,0.006738680369977311,0.49319695786201784,1
93,3.1,0.45000000000000007,0.19593771342596245,0.5899999999999218,0.006738680369977311,0.49319695786201784,1
94,3.1333333333333333,0.45000000000000007,0.22059089811516167,0.5899999999999861,0.006738680369977311,0.49319695786201784,1
95,3.1666666666666665,0.45000000000000007,0.24405927904243216,0.5899999999999976,0.006738680369977311,0.49319695786201784,1
96,3.2,0.45000000000000007,0.24893067022763782,0.5899999999999996,0.006738680369977311,0.49319695786201784,1
97,3.2333333333333334,0.45000000000000007,0.24980752064097483,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
98,3.2666666666666666,0.45000000000000007,0.24996535371537548,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
99,3.3,0.45000000000000007,0.2499937636687676,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
100,3.3333333333333335,0.45000000000000007,0.2499988774603782,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
101,3.3666666666666667,0.45000000000000007,0.24999979794286808,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
102,3.4,0.45000000000000007,0.24999996362971627,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
103,3.433333333333333,0.45000000000000007,0.24999999345334895,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
104,3.466666666666667,0.45000000000000007,0.24999999882160281,0.5900000000000001,0.006738680369977311,0.49319695786201784,1
105,3.5,0.45000000000000007,0.2499999997878885,0.5878317163870679,0.006738680369977311,0.49319695786201784,1
106,3.533333333333333,0.45000000000000007,0.24999999996181993,0.5826650096105349,0.006738680369977311,0.49319695786201784,1
107,3.566666666666667,0.45000000000000007,0.2499999999931276,0.5766746669193424,0.006738680369977311,0.49319695786201784,1
108,3.6,0.45000000000000007,0.249999999998763,0.570265470913508,0.006738680369977311,0.49319695786201784,1
109,3.6333333333333333,0.45000000000000007,0.24999999999977734,0.5635243156842976,0.006738680369977311,0.49319695786201784,1
110,3.6666666666666665,0.45000000000000007,0.24999999999995992,0.5564815507782113,0.006738680369977311,0.49319695786201784,1
111,3.7,0.45000000000000007,0.24999999999999278,0.5491579843913577,0.006738680369977311,0.49319695786201784,1
112,3.7333333333333334,0.45000000000000007,0.24999999999999872,0.5415733035493254,0.006738680369977311,0.49319695786201784,1
113,3.7666666666666666,0.45000000000000007,0.24999999999999978,0.5337475477748077,0.006738680369977311,0.49319695786201784,1
114,3.8,0.45000000000000007,0.24999999999999997,0.5257013309238574,0.006738680369977311,0.49319695786201784,1
115,3.8333333333333335,0.45000000000000007,0.25,0.5174558363476351,0.006738680369977311,0.49319695786201784,1
116,3.8666666666666667,0.45000000000000007,0.25,0.5090327700257408,0.006738680369977311,0.49319695786201784,1
117,3.9,0.45000000000000007,0.25,0.5004543050285004,0.006738680369977311,0.49319695786201784,1
118,3.933333333333333,0.45000000000000007,0.25,0.49174302343653026,0.006738680369977311,0.49319695786201784,1
119,3.966666666666667,0.45000000000000007,0.25,0.48292185694724793,0.006738680369977311,0.49319695786201784,1
120,4.0,0.45000000000000007,0.23586562712441195,0.4740140265185051,0.006738680369977311,0.49319695786201784,1
121,4.033333333333333,0.45000000000000007,0.21356889879607577,0.4650429812431041,0.006738680369977311,0.49319695786201784,1
122,4.066666666666666,0.45000000000000007,0.18888389030741526,0.4560323366213942,0.006738680369977288,0.49319695786201734,1
123,4.1,0.45000000000000007,0.16296096330226123,0.4470058123955653,0.006738680369977311,0.49319695786201784,1
124,4.133333333333334,0.45000000000000007,0.1361225509233595,0.43798717010948834,0.006738680369977311,0.49319695786201784,1
125,4.166666666666667,0.45000000000000007,0.10854577949189526,0.42900015055851026,0.006738680369977311,0.49319695786201784,1
126,4.2,0.45000000000000007,0.08038470078081751,0.42006841129386346,0.006738680369977311,0.49319695786201784,1
127,4.233333333333333,0.45000000000000007,0.05179163764859096,0.4112154643462114,0.006738680369977311,0.49319695786201784,1
128,4.266666666666667,0.45000000000000007,0.022920357055692484,0.4024646143322611,0.006738680369977311,0.49319695786201784,1
129,4.3,0.45000000000000007,-0.006074037417824999,0.3938388971073776,0.006738680369977311,0.49319695786201784,1
130,4.333333333333333,0.45000000000000007,-0.035035809327480474,0.38536101912568693,0.006738680369977311,0.49319695786201784,1
131,4.366666666666666,0.45000000000000007,-0.06380940255552128,0.37705329766730217,0.006738680369977311,0.49319695786201784,1
132,4.4,0.45000000000000007,-0.09224027262016543,0.3689376020900136,0.006738680369977311,0.49319695786201784,1
133,4.433333333333334,0.45000000000000007,-0.12017571598689927,0.3610352962600978,0.006738680369977332,0.4931969578620183,1
134,4.466666666666667,0.45000000000000007,-0.14746569011036864,0.35336718231378805,0.006738680369977332,0.4931969578620183,1
135,4.5,0.45000000000000007,-0.17396361929529158,0.34595344589745025,0.006738680369977332,0.4931969578620183,1
136,4.533333333333333,0.45000000000000007,-0.19952718195679517,0.3388136030306175,0.006738680369977332,0.4931969578620183,1
137,4.566666666666666,0.45000000000000007,-0.22401907503533738,0.33196644873175585,0.006738680369977332,0.4931969578620183,1
138,4.6,0.45000000000000007,-0.24532343350636074,0.3303539607717161,0.006738680369977332,0.4931969578620183,1
139,4.633333333333334,0.45000000000000007,-0.24915821803114496,0.3300637129389089,0.006738680369977332,0.4931969578620183,1
140,4.666666666666667,0.45000000000000007,-0.2498484792456061,0.33001146832900363,0.006738680369977332,0.4931969578620183,1
141,4.7,0.45000000000000007,-0.2499727262642091,0.33000206429922063,0.006738680369977332,0.4931969578620183,1
142,4.733333333333333,0.45000000000000007,-0.24999509072755766,0.3300003715738597,0.006738680369977332,0.4931969578620183,1
143,4.766666666666667,0.45000000000000007,-0.2499991163309604,0.33000006688329475,0.006738680369977332,0.4931969578620183,1
144,4.8,0.45000000000000007,-0.2499998409395729,0.33000001203899304,0.006738680369977332,0.4931969578620183,1
145,4.833333333333333,0.45000000000000007,-0.24999997136912314,0.33000000216701875,0.006738680369977332,0.4931969578620183,1
146,4.866666666666666,0.45000000000000007,-0.24999999484644217,0.3300000003900634,0.006738680369977332,0.4931969578620183,1
147,4.9,0.45000000000000007,-0.2499999990723596,0.3300000000702114,0.006738680369977332,0.4931969578620183,1
148,4.933333333333334,0.45000000000000007,-0.24999999983302473,0.3300000000126381,0.006738680369977332,0.4931969578620183,1
149,4.966666666666667,0.45000000000000007,-0.24999999996994446,0.33000000000227486,0.006738680369977332,0.4931969578620183,1
150,5.0,0.45000000000000007,-0.24999999999459002,0.33000000000040947,0.006738680369977332,0.4931969578620183,1
151,5.033333333333333,0.45000000000000007,-0.24999999999902622,0.3300000000000737,0.006738680369977332,0.4931969578620183,1
152,5.066666666666666,0.45000000000000007,-0.24999999999982475,0.3300000000000133,0.006738680369977332,0.4931969578620183,1
153,5.1,0.45000000000000007,-0.24999999999996847,0.3300000000000024,0.006738680369977332,0.4931969578620183,1
154,5.133333333333334,0.45000000000000007,-0.24999999999999434,0.33000000000000046,0.006738680369977332,0.4931969578620183,1
155,5.166666666666667,0.45000000000000007,-0.249999999999999,0.33000000000000007,0.006738680369977332,0.4931969578620183,1
156,5.2,0.45000000000000007,-0.24999999999999983,0.33,0.006738680369977332,0.4931969578620183,1
157,5.233333333333333,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
158,5.266666666666667,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
159,5.3,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
160,5.333333333333333,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
161,5.366666666666666,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
162,5.4,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
163,5.433333333333334,0.45000000000000007,-0.23310418228311458,0.33,0.006738680369977332,0.4931969578620183,1
164,5.466666666666667,0.45000000000000007,-0.2101724832946036,0.33,0.006738680369977332,0.4931969578620183,1
165,5.5,0.45000000000000007,-0.18525084206845419,0.33,0.006738680369977332,0.4931969578620183,1
166,5.533333333333333,0.45000000000000007,-0.15917921280504882,0.33,0.006738680369977332,0.4931969578620183,1
167,5.566666666666666,0.45000000000000007,-0.13222472522017858,0.33,0.006738680369977332,0.4931969578620183,1
168,5.6,0.45000000000000007,-0.10455503069980406,0.33,0.006738680369977332,0.4931969578620183,1
169,5.633333333333334,0.45000000000000007,-0.07632286240253983,0.33,0.006738680369977332,0.4931969578620183,1
170,5.666666666666667,0.45000000000000007,-0.047680597824729345,0.3352475465076795,0.006738680369977332,0.4931969578620183,1
171,5.7,0.45000000000000007,-0.018782209296301228,0.34196848117815615,0.006738680369977332,0.4931969578620183,1
172,5.733333333333333,0.45000000000000007,0.010217064605611689,0.34918463567963764,0.006738680369977332,0.4931969578620183,1
173,5.766666666666667,0.45000000000000007,0.03916146313705351,0.3567041284203609,0.006738680369977332,0.4931969578620183,1
174,5.8,0.45000000000000007,0.0678955238369456,0.36447604556230784,0.006738680369977311,0.49319695786201784,1
175,5.833333333333333,0.45000000000000007,0.09626491461634056,0.37247432670984215,0.006738680369977311,0.49319695786201784,1
176,5.866666666666666,0.45000000000000007,0.12411726215989356,0.3806769088106713,0.006738680369977311,0.49319695786201784,1
177,5.9,0.45000000000000007,0.15130297023570713,0.3890620177887835,0.006738680369977311,0.49319695786201784,1
178,5.933333333333334,0.45000000000000007,0.1776760231665487,0.39760754790251307,0.006738680369977311,0.49319695786201784,1
179,5.966666666666667,0.45000000000000007,0.20309477008365998,0.4062909979031373,0.006738680369977311,0.49319695786201784,1
